set,before_path,after_path,before_w,before_h,after_w,after_h,note
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session18\before\era2_2022-2023_session18_img_003.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session18\after\era2_2022-2023_session18_img_003.JPG,5472,3648,5472,3648,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session39\before\era2_2022-2023_session39_img_004.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session39\after\era2_2022-2023_session39_img_004.JPG,5472,3648,3476,5213,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session26\before\era2_2022-2023_session26_img_007.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session26\after\era2_2022-2023_session26_img_007.JPG,5472,3648,3648,5472,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session32\before\era2_2022-2023_session32_img_005.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session32\after\era2_2022-2023_session32_img_005.JPG,5472,3648,3648,5472,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session5\before\era3_2024-2025_session5_img_002.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session5\after\era3_2024-2025_session5_img_002.JPG,5472,3648,3427,5140,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session12\before\era2_2022-2023_session12_img_004.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session12\after\era2_2022-2023_session12_img_004.JPG,5472,3648,3648,5472,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session15\before\era2_2022-2023_session15_img_001.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session15\after\era2_2022-2023_session15_img_001.JPG,5472,3648,3648,5472,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session18\before\era3_2024-2025_session18_img_003.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session18\after\era3_2024-2025_session18_img_003.JPG,6960,4640,4640,6960,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session33\before\era3_2024-2025_session33_img_003.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session33\after\era3_2024-2025_session33_img_003.JPG,6960,4640,4640,6960,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session42\before\era2_2022-2023_session42_img_004.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session42\after\era2_2022-2023_session42_img_004.JPG,5472,3648,3269,4903,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session50\before\era3_2024-2025_session50_img_007.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session50\after\era3_2024-2025_session50_img_007.JPG,6960,4640,4640,6960,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session53\before\era3_2024-2025_session53_img_001.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session53\after\era3_2024-2025_session53_img_001.JPG,6960,4640,4640,6960,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session30\before\era2_2022-2023_session30_img_004.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session30\after\era2_2022-2023_session30_img_004.JPG,5472,3648,3648,5472,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session24\before\era3_2024-2025_session24_img_002.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session24\after\era3_2024-2025_session24_img_002.JPG,6960,4640,4640,6960,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era1_2020-2021\session8\before\era1_2020-2021_session8_img_004.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era1_2020-2021\session8\after\era1_2020-2021_session8_img_004.JPG,2736,1824,3648,5472,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session9\before\era2_2022-2023_session9_img_003.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session9\after\era2_2022-2023_session9_img_003.JPG,5472,3648,5311,3540,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era1_2020-2021\session12\before\era1_2020-2021_session12_img_005.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era1_2020-2021\session12\after\era1_2020-2021_session12_img_005.JPG,2736,1824,3648,5472,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session50\before\era3_2024-2025_session50_img_008.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session50\after\era3_2024-2025_session50_img_008.JPG,6960,4640,4640,6960,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session43\before\era3_2024-2025_session43_img_003.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session43\after\era3_2024-2025_session43_img_003.JPG,6960,4640,6960,4640,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session22\before\era3_2024-2025_session22_img_003.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session22\after\era3_2024-2025_session22_img_003.JPG,6960,4640,4640,6960,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session56\before\era3_2024-2025_session56_img_005.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session56\after\era3_2024-2025_session56_img_005.JPG,6960,4640,4640,6960,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session26\before\era2_2022-2023_session26_img_006.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session26\after\era2_2022-2023_session26_img_006.JPG,5472,3648,5257,3504,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session34\before\era2_2022-2023_session34_img_002.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session34\after\era2_2022-2023_session34_img_002.JPG,5472,3648,3554,5331,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session44\before\era2_2022-2023_session44_img_002.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session44\after\era2_2022-2023_session44_img_002.JPG,5472,3648,3576,5364,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session3\before\era2_2022-2023_session3_img_010.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session3\after\era2_2022-2023_session3_img_010.JPG,2736,1824,1824,2736,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session12\before\era3_2024-2025_session12_img_004.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session12\after\era3_2024-2025_session12_img_004.JPG,6960,4640,5885,3923,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session41\before\era3_2024-2025_session41_img_002.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session41\after\era3_2024-2025_session41_img_002.JPG,6960,4640,4324,6486,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session1\before\era3_2024-2025_session1_img_003.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session1\after\era3_2024-2025_session1_img_003.JPG,5472,3648,5472,3648,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session19\before\era2_2022-2023_session19_img_002.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session19\after\era2_2022-2023_session19_img_002.JPG,5472,3648,3648,5472,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era1_2020-2021\session3\before\era1_2020-2021_session3_img_001.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era1_2020-2021\session3\after\era1_2020-2021_session3_img_001.JPG,2736,1824,2736,1824,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session36\before\era2_2022-2023_session36_img_005.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session36\after\era2_2022-2023_session36_img_005.JPG,5472,3648,3489,5234,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session44\before\era2_2022-2023_session44_img_004.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session44\after\era2_2022-2023_session44_img_004.JPG,5472,3648,3648,5472,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session32\before\era3_2024-2025_session32_img_012.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session32\after\era3_2024-2025_session32_img_012.JPG,6960,4640,4640,6960,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era1_2020-2021\session6\before\era1_2020-2021_session6_img_009.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era1_2020-2021\session6\after\era1_2020-2021_session6_img_009.JPG,2736,1824,2736,1824,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session32\before\era3_2024-2025_session32_img_022.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session32\after\era3_2024-2025_session32_img_022.JPG,6960,4640,4544,6817,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session16\before\era2_2022-2023_session16_img_001.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session16\after\era2_2022-2023_session16_img_001.JPG,5472,3648,3439,5159,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session33\before\era3_2024-2025_session33_img_004.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session33\after\era3_2024-2025_session33_img_004.JPG,6960,4640,4539,6809,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era1_2020-2021\session4\before\era1_2020-2021_session4_img_001.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era1_2020-2021\session4\after\era1_2020-2021_session4_img_001.JPG,2736,1824,3648,5472,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era1_2020-2021\session6\before\era1_2020-2021_session6_img_006.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era1_2020-2021\session6\after\era1_2020-2021_session6_img_006.JPG,2736,1824,2736,1824,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session2\before\era3_2024-2025_session2_img_005.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session2\after\era3_2024-2025_session2_img_005.JPG,5472,3648,3331,4997,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session32\before\era3_2024-2025_session32_img_013.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session32\after\era3_2024-2025_session32_img_013.JPG,6960,4640,4640,6960,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session18\before\era2_2022-2023_session18_img_001.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session18\after\era2_2022-2023_session18_img_001.JPG,5472,3648,3648,5472,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session23\before\era3_2024-2025_session23_img_004.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session23\after\era3_2024-2025_session23_img_004.JPG,6960,4640,4640,6960,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session3\before\era2_2022-2023_session3_img_001.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session3\after\era2_2022-2023_session3_img_001.JPG,2736,1824,1824,2736,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session4\before\era3_2024-2025_session4_img_002.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session4\after\era3_2024-2025_session4_img_002.JPG,5472,3648,3648,5472,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era1_2020-2021\session8\before\era1_2020-2021_session8_img_007.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era1_2020-2021\session8\after\era1_2020-2021_session8_img_007.JPG,2736,1824,3648,5472,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session45\before\era2_2022-2023_session45_img_008.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session45\after\era2_2022-2023_session45_img_008.JPG,5472,3648,3113,4669,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session40\before\era2_2022-2023_session40_img_005.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session40\after\era2_2022-2023_session40_img_005.JPG,5472,3648,3648,5472,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session37\before\era2_2022-2023_session37_img_005.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session37\after\era2_2022-2023_session37_img_005.JPG,5472,3648,3399,5099,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session19\before\era2_2022-2023_session19_img_008.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session19\after\era2_2022-2023_session19_img_008.JPG,5472,3648,3648,5472,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session4\before\era2_2022-2023_session4_img_006.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session4\after\era2_2022-2023_session4_img_006.JPG,5472,3648,3648,5472,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session41\before\era2_2022-2023_session41_img_001.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session41\after\era2_2022-2023_session41_img_001.JPG,5472,3648,3648,5472,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era1_2020-2021\session20\before\era1_2020-2021_session20_img_006.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era1_2020-2021\session20\after\era1_2020-2021_session20_img_006.JPG,5472,3648,3648,5472,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era1_2020-2021\session12\before\era1_2020-2021_session12_img_003.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era1_2020-2021\session12\after\era1_2020-2021_session12_img_003.JPG,2736,1824,3648,5472,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session19\before\era2_2022-2023_session19_img_009.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session19\after\era2_2022-2023_session19_img_009.JPG,5472,3648,3393,5089,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era1_2020-2021\session20\before\era1_2020-2021_session20_img_005.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era1_2020-2021\session20\after\era1_2020-2021_session20_img_005.JPG,5472,3648,3648,5472,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session15\before\era3_2024-2025_session15_img_005.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session15\after\era3_2024-2025_session15_img_005.JPG,6960,4640,6960,4640,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era1_2020-2021\session6\before\era1_2020-2021_session6_img_014.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era1_2020-2021\session6\after\era1_2020-2021_session6_img_014.JPG,2736,1824,5472,3648,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session8\before\era2_2022-2023_session8_img_002.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session8\after\era2_2022-2023_session8_img_002.JPG,5472,3648,3648,5472,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session42\before\era2_2022-2023_session42_img_003.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session42\after\era2_2022-2023_session42_img_003.JPG,5472,3648,3648,5472,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session32\before\era2_2022-2023_session32_img_012.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session32\after\era2_2022-2023_session32_img_012.JPG,5472,3648,3648,5472,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session19\before\era2_2022-2023_session19_img_006.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session19\after\era2_2022-2023_session19_img_006.JPG,5472,3648,3648,5472,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session29\before\era2_2022-2023_session29_img_004.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session29\after\era2_2022-2023_session29_img_004.JPG,5472,3648,3291,4937,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session29\before\era3_2024-2025_session29_img_003.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session29\after\era3_2024-2025_session29_img_003.JPG,6960,4640,4640,6960,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session16\before\era2_2022-2023_session16_img_003.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session16\after\era2_2022-2023_session16_img_003.JPG,5472,3648,3648,5472,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era1_2020-2021\session16\before\era1_2020-2021_session16_img_003.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era1_2020-2021\session16\after\era1_2020-2021_session16_img_003.JPG,2736,1824,3648,5472,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session9\before\era2_2022-2023_session9_img_012.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session9\after\era2_2022-2023_session9_img_012.JPG,5472,3648,3648,5472,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session52\before\era3_2024-2025_session52_img_001.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session52\after\era3_2024-2025_session52_img_001.JPG,6960,4640,4640,6960,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session38\before\era2_2022-2023_session38_img_004.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session38\after\era2_2022-2023_session38_img_004.JPG,5472,3648,3208,4811,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session2\before\era3_2024-2025_session2_img_004.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session2\after\era3_2024-2025_session2_img_004.JPG,5472,3648,3648,5472,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session16\before\era2_2022-2023_session16_img_005.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session16\after\era2_2022-2023_session16_img_005.JPG,5472,3648,3648,5472,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era1_2020-2021\session12\before\era1_2020-2021_session12_img_011.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era1_2020-2021\session12\after\era1_2020-2021_session12_img_011.JPG,2736,1824,3648,5472,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session45\before\era2_2022-2023_session45_img_006.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session45\after\era2_2022-2023_session45_img_006.JPG,5472,3648,3648,5472,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session16\before\era2_2022-2023_session16_img_008.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session16\after\era2_2022-2023_session16_img_008.JPG,5472,3648,3282,4924,
